SMILES,MOLREGNO,Sol_uM,Acidic_pKa,Basic_pKa,Charge_State
CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5ccccc5F)ccc4C,1343291,933.3,14.56,7.6,basic
Cc1sc(N)nc1c2ccccc2,290282,955.0000000000002,17.67,4.62,neutral
CCCSc1ncccc1C(=O)N(C)C2CCCCC2,1423860,955.0000000000002,,2.28,neutral
C[C@@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3)C(C)(C)C,1263738,999.9999999999998,3.79,2.15,acidic
CCOc1ccc2C=CC(=O)Oc2c1,315767,999.9999999999998,,-4.84,neutral
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)NO,405577,999.9999999999998,8.85,-4.07,neutral
CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](OCc1cccc2cccnc12)C(=O)NO)C(C)(C)C,241263,999.9999999999998,8.61,3.99,neutral
COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2cc1OCCCN5CCC[C@H]5CO,363068,999.9999999999998,11.54,8.99,basic
COc1ccc(Cl)c(Nc2ncnc3cc(OCCN4CCN(C)CC4)cc(OC(C)C)c23)n1,333437,999.9999999999998,10.15,7.79,basic
O=C(CN1CCOCC1)Nc2c(cnn2c3ccccc3)C#N,1117494,1023.3000000000002,11.9,4.41,neutral
C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3)C(C)(C)C,1263737,1023.3000000000002,3.79,2.15,acidic
Nc1cccc(c1)S(=O)(=O)Nc2ccccc2,871418,1023.3000000000002,7.83,2.35,neutral
Cc1[nH]c2ccccc2c1CC#N,1240280,1023.3000000000002,13.78,,neutral
O[C@@H](CNCCOc1ccc(OCC(=O)O)cc1)COc2ccccc2,115776,1023.3000000000002,2.98,8.79,zwitterionic
CCN1CCC[C@H](C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3,1346316,1047.1000000000001,13.12,9.32,basic
COc1ccc(cc1)c2cc3c(N[C@H]4CCCNC4)ncc(C(=O)N)c3s2,714401,1047.1000000000001,15.05,9.46,basic
CCCCOc1nc(N)c2NC(=O)N(Cc3cccc(CC(=O)O)c3)c2n1,621399,1071.4999999999998,3.38,1.79,acidic
Cc1sc(nc1C(F)(F)F)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1361098,1071.4999999999998,11.69,1.12,neutral
CC(C)Oc1cc(OCCc2ccncc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,324633,1071.4999999999998,3.74,5.46,acidic
OC(C(=O)c1cccs1)c2cccs2,318384,1071.4999999999998,11.86,-4.07,neutral
CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(C)onc3C)C(=O)O)cc2)n1,1342868,1071.4999999999998,3.72,6.88,acidic
CN1CCN(CC1)C(=O)Cc2csc(NS(=O)(=O)c3cccc(Cl)c3C)n2,512375,1096.4999999999998,6.54,7.17,acidic
CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3C#N)n2)cc1,164691,1096.4999999999998,13.78,8.7,basic
Cc1cc(CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(O)C=O)c(C)cn1,1151014,1096.4999999999998,8.1,6.8,neutral
CS(=O)(=O)c1ccc2c(cc(C(=O)O)n2Cc3ccc(Cl)c(Cl)c3)c1,217965,1096.4999999999998,4.75,,acidic
CC(C)N1CCO[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,1346313,1122.0,13.12,7.53,basic
O[C@@H](CNCCSCCCNCCc1ccccc1)c2ccc(O)c3NC(=O)Sc23,1165512,1148.2000000000003,6.97,10.14,zwitterionic
CS(=O)(=O)c1ccc(cc1Cl)[C@@H](C[C@H]2CCC(=O)C2)C(=O)Nc3cnccn3,1150404,1148.2000000000003,11.44,0.08,neutral
Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)N3CCOCC3,762222,1148.2000000000003,16.56,-0.87,neutral
OC(=O)CC(=O)N[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,632697,1174.9000000000003,3.61,-1.48,acidic
COC[C@H](C)Oc1cc(Oc2cccc(Cl)c2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,1146830,1174.9000000000003,3.74,0.85,acidic
Cn1cc(cc1C=O)C(=O)CCCCOc2ccc(cc2)C(=O)O,256523,1202.3,4.36,-4.86,acidic
Cc1c(cnn1c2ccc(cc2)C(=O)O)C(=O)NC3C4CC5CC(CC3C5)C4,1438387,1202.3,4.53,1.16,acidic
CC1CN(C(=O)c2ccccc2)c3ccccc3NC1=O,1227297,1202.3,12.73,-2.82,neutral
Nc1nnc(Cc2ccccc2)s1,896292,1202.3,14.88,1.04,neutral
OC(=O)c1cc2ccccc2n1Cc3cccc(Cl)c3,217041,1202.3,4.76,,acidic
COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2cc1OCCCN5CCC(CCO)CC5,363071,1202.3,11.54,8.97,basic
CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(F)cccc3Cl)C(=O)O)cc2)n1,1342858,1230.3000000000002,3.39,6.88,acidic
Cc1ncc(nc1c2ccc(cc2)[C@@H]3CC[C@H](CC3)C(=O)O)C(=O)N,1439750,1230.3000000000002,4.8,-0.0,acidic
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,12417,1230.3000000000002,5.0,,acidic
OC(=O)c1c(C#N)c2ccccc2n1Cc3ccc(Cl)c(Cl)c3,217121,1230.3000000000002,4.17,,acidic
Oc1cc(OCc2ccccc2)ccn1,899284,1230.3000000000002,11.21,-3.7,neutral
CCCSc1c(cnn1C)C(=O)NC2CCCCC2,1438396,1230.3000000000002,13.04,1.1,neutral
ONC(=O)CCCCCCC(=O)Nc1ccccc1,11305,1230.3000000000002,8.91,-3.52,neutral
Clc1ccc(cc1)c2oc(CNC3CC3)nn2,948681,1230.3000000000002,,7.3,neutral
CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)C)c3cc(F)cc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1280901,1258.8999999999999,19.7,8.59,basic
OC(=O)c1ccc(cc1)n2ncc(C(=O)NC3C4CC5CC(CC3C5)C4)c2C(F)(F)F,1438393,1258.8999999999999,4.5,0.11,acidic
O=C1NCCc2c1[nH]c3ccccc23,463912,1258.8999999999999,13.97,-1.38,neutral
Oc1ccc(cc1)n2ccnc2,13394,1258.8999999999999,10.69,6.06,neutral
COC[C@H](C)Oc1cc(O[C@@H](C)Cc2ccc(F)cc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,1146816,1258.8999999999999,3.74,0.85,acidic
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,93930,1288.2000000000005,6.91,1.95,acidic
CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5cocc5)ccc4C,1343301,1288.2000000000005,14.16,7.6,basic
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN(C)C,88204,1288.2000000000005,16.11,9.26,basic
CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](Sc1ccc(OC)c(OC)c1)C(=O)NO)C(C)(C)C,241890,1288.2000000000005,8.76,-0.48,neutral
Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(Cl)cccc34,355032,1318.2999999999997,4.45,2.7,acidic
CN(C)C(=N)c1ccc(cc1)C(=O)N2CCN(CC2)S(=O)(=O)c3ccc4cc(Br)ccc4c3,100727,1318.2999999999997,,11.21,basic
Nc1nc2cc(Cl)ccc2n1CCCO,688353,1318.2999999999997,15.92,7.45,basic
Cc1[nH]c2ccccc2c1CCNCc3ccc(\C=C\C(=O)NO)cc3,499179,1348.9999999999998,9.31,9.95,basic
CC(C)N1CCN(Cc2cnc(c3ccc(cc3)C(=O)Nc4ccccc4N)c(c2)C#N)CC1,425564,1348.9999999999998,15.32,8.1,basic
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cccc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1280904,1348.9999999999998,19.7,9.17,basic
O=C(Nc1ccccc1)Nc2ccncc2,282232,1348.9999999999998,11.29,5.47,neutral
CC(=O)Nc1nc2CCCNC(=O)c2s1,567272,1348.9999999999998,10.69,-1.92,neutral
O=C1C=C(Nc2ccccc12)c3cccnc3,1060613,1348.9999999999998,10.21,4.71,neutral
COC[C@H](C)Oc1cc(Oc2cccc(c2)N(C)C)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,1146833,1348.9999999999998,4.03,3.43,acidic
Nc1ccccc1NC(=O)c2ccc(cc2)c3ncc(CN4CCC4)cc3Cl,425659,1348.9999999999998,15.33,6.84,neutral
CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cncc3Cl)C(=O)O)cc2)n1,1342866,1348.9999999999998,3.16,6.88,acidic
ON(C=O)C1(CS(=O)(=O)N2CCN(CC2)c3ccc(F)cc3)CCOCC1,1151033,1380.3999999999999,8.08,1.9,neutral
CN1CCC(COc2cc(OC3CCOCC3)c4c(Nc5c(Cl)ccc6OCOc56)ncnc4c2)CC1,361311,1380.3999999999999,12.61,9.15,basic
ONC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,280092,1380.3999999999999,9.65,4.72,neutral
COC[C@H](C)Oc1cc(Oc2cccc(F)c2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,1146832,1380.3999999999999,3.74,0.85,acidic
CCN(Cc1cc(ccc1c2cc(CC(=O)O)ccc2OC)C(F)(F)F)C(=O)NCc3ccccc3,1442581,1380.3999999999999,4.08,-1.9,acidic
OC(=O)[C@H](Cc1ccc(OCCc2ccc3OCCNc3n2)cc1)NC(=O)c4c(Cl)cccc4Cl,1343231,1412.5,3.39,6.37,acidic
Cc1ccc(cc1)S(=O)(=O)Nc2c(C(=O)NC3CCCCC3)c(C)nn2c4ccccc4,1263729,1412.5,3.79,2.15,acidic
CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)C)C=O,106170,1412.5,12.49,-1.74,neutral
NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCCN4CCOCC4)c5ccc(Cl)cc5,1520179,1412.5,13.19,8.36,basic
CCCCNc1cc(cc(c1Oc2ccccc2)S(=O)(=O)N)C(=O)O,139281,1445.3999999999996,4.69,2.7,acidic
CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2,2223,1445.3999999999996,,9.8,basic
O=C1CC2(CCCC2)CC(=O)N1CCCCN3CCN(CC3)c4ncccn4,3599,1445.3999999999996,,7.62,basic
COc1ccc2nccc([C@@H](O)[C@@H]3C[C@H]4CCN3C[C@@H]4C=C)c2c1,469215,1445.3999999999996,13.89,9.05,basic
NC1=NN(CC1)c2cccc(c2)C(F)(F)F,3667,1445.3999999999996,,8.45,basic
CCCSc1nc2ccc(NC(=O)CCNC(=O)NCCOc3ccc(CC(C(=O)O)C(=O)O)cc3)cc2s1,1354776,1445.3999999999996,2.49,1.12,acidic
COC[C@H](C)Oc1cc(O[C@@H](C)Cc2ccccc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,346551,1479.1,3.74,0.85,acidic
Clc1ccc2OC(=O)Nc2c1,315123,1479.1,9.39,-2.17,neutral
COC[C@H](C)Oc1cc(Oc2cccc(OC)c2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,1146828,1479.1,3.74,0.85,acidic
CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)n1,1342865,1513.6000000000001,3.39,6.88,acidic
CNc1cccc(CCCc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)n1,1343023,1513.6000000000001,3.63,7.22,acidic
CN1SC(=NC1=O)NCc2ccccc2,433362,1513.6000000000001,18.57,-1.64,neutral
O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCc4[nH]c5ncccc5c4C3,1428100,1513.6000000000001,11.88,2.98,neutral
CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)C5CC5)ccc4C,1343295,1513.6000000000001,14.08,7.6,basic
OC(=O)C[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,633794,1513.6000000000001,4.86,-1.33,acidic
CN1NC(=CC1=O)CSc2ccc(C)cc2,1634434,1513.6000000000001,7.0,-2.21,acidic
Cc1nc2ccccn2c1c3ccnc(N)n3,168499,1513.6000000000001,16.4,5.15,neutral
COc1cc2c(Nc3cnc(NC(=O)c4ccccc4)nc3)ncnc2cc1OC[C@@H](O)CN5CCCCC5,341442,1513.6000000000001,13.31,8.59,basic
COc1ccc(\C=C/c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)[C@@H](N)CO,581382,1513.6000000000001,11.8,7.69,basic
Oc1ccc(CCNCCNC(=O)CCOCCc2ccccc2)c3sc(O)nc13,180582,1513.6000000000001,7.34,9.3,zwitterionic
CCN(C1CCN(CCC(C2CCN(CC2)C(=O)C)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1280896,1513.6000000000001,19.7,9.34,basic
CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3c(F)cccc3F)c4csc(C)n4,309432,1513.6000000000001,,8.5,basic
COC[C@H](C)Oc1cc(Oc2ccc(OC)cc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,1146829,1513.6000000000001,3.74,0.85,acidic
COCCOc1cc2nncc(Nc3cc(O)c(Cl)cc3F)c2cc1OC,250855,0.09999999999999999,7.81,6.2,neutral
COc1cc(OC2CCOCC2)c3c(Nc4ccc(F)c(Cl)c4)ncnc3c1,342714,0.09999999999999999,15.08,5.04,neutral
CC(C)(C)Cn1c2ccccc2c3cc(NC(=O)N4CCOCC4)ccc13,193909,0.09999999999999999,13.15,-3.05,neutral
OC1CCN(CC1)C(=O)CN2C(=O)C(Cc3ccccc23)NC(=O)c4cc5cc(Cl)sc5[nH]4,394039,0.09999999999999999,10.94,-1.84,neutral
Cc1nc(O)c2cc(CN(CC#C)c3ccc(cc3)S(=O)(=O)c4ccccc4)ccc2n1,90633,0.09999999999999999,8.72,-0.66,neutral
Cc1nc(O)c2cc(CN(CC#C)c3ccc(C(=O)NCc4cccc(c4)[N+](=O)[O-])c(F)c3)c(C)cc2n1,462,0.09999999999999999,8.94,-0.63,neutral
C1Oc2ccccc2C3=NN(CC13)c4ccccc4,1093011,0.19999999999999998,,4.02,neutral
Oc1ccnc(SCc2nc(O)c3cc(CN(CC#C)c4ccc(cc4)C(=O)NCc5cccc(c5)[N+](=O)[O-])ccc3n2)n1,268647,0.19999999999999998,7.89,-0.68,neutral
CS(=O)(=O)N1CC2(CCN(CC2)C(=O)Nc3cnc(cn3)c4ccccc4)c5ccccc15,478549,0.19999999999999998,11.36,-0.37,neutral
CC(C)CN1C(=O)N(C)C(=O)c2c(SCCCO)c(Cc3cccc4ccccc34)sc12,345215,0.19999999999999998,15.95,-2.38,neutral
Cc1nc(O)c2cc(CN(CC#C)c3ccc(cc3)C(=O)NCc4cccc(c4)C#N)ccc2n1,457,0.19999999999999998,8.72,-0.33,neutral
CCCNC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1Cl,430311,0.19999999999999998,12.39,2.58,neutral
CNC(=O)[C@@H](C)Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5cccc(F)c5)c3)c12,424661,0.19999999999999998,14.49,4.55,neutral
COCCNS(=O)(=O)c1ccc(Nc2ncc(Cl)c(n2)c3cnc4ccccn34)cc1,114208,0.29999999999999993,10.61,5.12,neutral
CSCCN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,394024,0.29999999999999993,10.94,-1.84,neutral
OC[C@H]1C[C@H]([C@H](O)[C@@H]1O)n2nnc3c(N[C@@H]4C[C@H]4c5ccccc5)nc(SCCC(F)(F)F)nc23,416770,0.29999999999999993,13.27,1.11,neutral
COc1ccc(cc1)c2[nH]nc3c4ccccc4C(=O)c23,35461,0.29999999999999993,9.42,1.74,neutral
CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c4ccoc24)ccn1,1363819,0.29999999999999993,14.28,1.12,neutral
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,299120,0.29999999999999993,12.55,8.81,basic
FC(F)(F)c1cccc(NC(=O)c2ccccc2NCc3ccncc3)c1,255408,0.29999999999999993,15.72,5.02,neutral
COc1cc2c(NC(=O)Nc3ccccc3Cl)ncnc2cc1OCC4CCN(C)CC4,361746,0.29999999999999993,10.59,9.11,basic
C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5cccc(F)c5)c3)c12)C(=O)N6CCOCC6,424662,0.29999999999999993,14.75,4.55,neutral
COc1cc2ncnc(Nc3cc4ccccc4cn3)c2cc1OC,149025,0.29999999999999993,13.01,4.67,neutral
COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC,156452,0.29999999999999993,16.81,4.7,neutral
Cc1ccc(NC(=O)c2cc(F)cc(c2)N3CCOCC3)cc1NC(=O)c4ccc(OCc5ccccn5)cc4,310089,0.39999999999999997,14.8,3.78,neutral
COc1cc2c(Nc3ncc(CC(=O)Nc4ccccc4)s3)ncnc2cc1OCCCN5CCOCC5,520626,0.39999999999999997,9.39,6.83,neutral
COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCNCCO,337961,0.39999999999999997,9.18,9.8,basic
OCc1nc(O)c2cc(CN(CC#C)c3ccc(cc3)C(=O)NCc4cccc(c4)[N+](=O)[O-])ccc2n1,269123,0.39999999999999997,7.33,-0.74,acidic
COc1cc(OC)cc(c1)c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C,75548,0.39999999999999997,11.52,4.44,neutral
COC(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,394044,0.39999999999999997,10.94,-1.84,neutral
CNC(=O)c1ccccc1Nc2nc(Nc3ccc(cc3OC)N4CCOCC4)ncc2Cl,514994,0.39999999999999997,12.89,3.39,neutral
Cc1ccc(cc1S(=O)(=O)n2ccc(n2)c3c(C)nc4ccc(Br)cn34)[N+](=O)[O-],375887,0.39999999999999997,,4.95,neutral
Cc1c[nH]c(n1)c2cnc(NCCNc3ccc(cn3)C#N)nc2c4ccc(Cl)cc4Cl,429350,0.39999999999999997,13.59,5.79,neutral
Clc1ccc(cc1)C(=O)NCC(=O)c2ccc(Br)cc2,1209068,0.5,14.7,-1.22,neutral
CC(C)(C)CNCCn1c(Sc2nc3cccc(Cl)c3s2)nc4c(N)ncnc14,355987,0.5,18.33,10.23,basic
CCN1CCN(CC1)c2ccc(Nc3cc(ncn3)N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)cc2,1193367,0.5,9.98,8.23,basic
Cc1ccc(Nc2nc(C)nc3c2oc4ccccc34)cc1,869440,0.5,14.08,1.22,neutral
COc1cc(cc(OC)c1OC)c2cnc(N)c(c2)c3nc4ccccc4[nH]3,535115,0.5,11.17,5.52,neutral
C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3)S(=O)(=O)N(C)C)cn2)C(=O)OC(C)(C)C,1364324,0.5,,2.44,neutral
COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4c(CO)cccn34)N5CCN(CC5)C(=O)C,1166905,0.5,13.93,4.78,neutral
Cc1ccc(NC(=O)c2cccc(c2)N3CCOCC3)cc1NC(=O)c4ccc(OCc5ccncc5)cc4,310128,0.5,15.2,4.99,neutral
Clc1ccc(cc1)c2cc(NC(=O)Cc3ccc4ccccc4c3)[nH]n2,264957,0.5,10.92,2.4,neutral
Nc1ccc(cn1)C(=O)Nc2cccc(c2)c3nc(N4CCOCC4)c5oc6ncccc6c5n3,1439533,0.5,15.0,5.17,neutral
Cn1cnc(c2cccc(NC(=O)Nc3cc(ccc3F)C(F)(F)F)c2)c1c4cc5c(N)ncnc5s4,612127,0.5,10.33,4.8,neutral
Cc1ccc(NC(=O)c2cccc(c2)N3CCOCC3)cc1NC(=O)c4ccc(OCc5cscn5)cc4,310279,0.5,15.2,1.91,neutral
CS(=O)(=O)c1cccc(CNc2nc(Nc3ccc4NC(=O)CCc4c3)ncc2C(F)(F)F)c1,506482,0.5,13.34,4.26,neutral
CNC(=O)c1ccccc1Sc2ccc3c(\C=C\c4ccccn4)n[nH]c3c2,716337,0.5,13.07,4.59,neutral
COc1cc2ncnc(Nc3ccc4c(ccn4Cc5ccccc5)c3)c2cc1OC,43290,0.5999999999999999,15.95,4.65,neutral
COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4F)s3)ncnc2cc1OCCCN5CCC[C@H]5CO,338237,0.5999999999999999,9.54,8.85,basic
COc1cc(CCc2cc(Nc3ccnc(NCc4onc(C)c4)n3)n[nH]2)cc(OC)c1,1365765,0.5999999999999999,13.03,5.99,neutral
O=C(NC1CCCC1)c2ccc(cc2)c3cc(ccn3)c4cc5C(=O)NCCc5[nH]4,378680,0.5999999999999999,12.7,4.37,neutral
Clc1cc2cc([nH]c2s1)C(=O)NC3Cc4ccccc4N(CC#N)C3=O,394045,0.5999999999999999,10.94,-1.84,neutral
Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(OCCN4CCOCC4)c5ccccc35)C(C)(C)C,167995,0.5999999999999999,11.43,6.78,neutral
COCCOc1cc2ncnc(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)c2cc1OC,337919,0.5999999999999999,9.39,4.11,neutral
CCN(CCO)CCCOc1cc2ncnc(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)c2cc1OC,338045,0.5999999999999999,9.63,9.02,basic
C[C@H](CNC(=O)N1CCC(CC1)c2ccncc2)c3c([nH]c4sc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7,417871,0.5999999999999999,11.74,5.05,neutral
NC(=O)Nc1sc(cc1C(=O)Nc2ccccc2)c3ccccc3,448561,0.5999999999999999,10.14,-4.49,neutral
Cc1ccc(F)c(NC(=O)Nc2ccc(cc2)c3cccc4[nH]nc(N)c34)c1,371147,0.5999999999999999,10.4,3.37,neutral
O=C(N1CCOCC1)N2CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ccccn56)c7cccc(C2)c37,300825,0.5999999999999999,9.67,5.27,neutral
C1c2ccccc2c3[nH]nc(c13)c4cccs4,355693,0.5999999999999999,8.72,1.77,neutral
COc1cc2c(Nc3ccc(Cc4ccccc4)cc3)c(cnc2cc1OCCCN5CCOCC5)C#N,43597,0.5999999999999999,17.79,6.84,neutral
COCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,114224,0.7000000000000001,10.61,5.26,neutral
COc1ccc(Cl)cc1NC(=O)Nc2cnccn2,729955,0.7000000000000001,10.33,-0.0,neutral
CSc1nccc(Nc2cc(NC(=O)c3cc(F)cc(c3)N4CCOCC4)ccc2C)n1,310013,0.7000000000000001,15.04,4.82,neutral
COc1ccc(cc1)N(C)C(=O)c2ccc3nc(c4ccccc4)c(nc3c2)c5ccccc5,1000864,0.7000000000000001,,0.63,neutral
C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4ncc(F)cn4,1364344,0.7000000000000001,,2.49,neutral
Fc1ccccc1Nc2oc(nn2)C(=O)Nc3ccc(cc3)N4CCCCC4,1346109,0.7000000000000001,5.61,4.93,acidic
O=S(=O)(Nc1ccc(cc1)S(=O)(=O)Nc2nccs2)c3ccc4OCCOc4c3,763975,0.7000000000000001,6.77,0.59,acidic
CNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4cccnn34)cc1,514598,0.7000000000000001,10.62,2.23,neutral
CC(C)N=C1C=C2N(c3ccc(Cl)cc3)c4ccccc4N=C2C=C1Nc5ccc(Cl)cc5,793291,0.7000000000000001,16.15,9.29,basic
Clc1ccc2Sc3ccccc3Nc2c1,835653,0.7000000000000001,17.46,-1.45,neutral
FC(F)c1nc2ccccc2n1c3nc(nc(n3)N4CCOCC4)N5CCOCC5,528559,0.7000000000000001,,4.88,neutral
CN(C)C(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,394034,0.7000000000000001,10.94,-1.84,neutral
CCN1C(=O)C(C)(C)c2cc3[nH]c4c(CCCc5c(C)n[nH]c45)c3cc12,489011,0.7000000000000001,14.98,3.37,neutral
CS(=O)(=O)Cc1cc(nc(n1)c2ccc(NC(=O)Nc3ccc(F)cc3)cc2)N4CCOCC4,1342506,0.7999999999999999,11.37,2.89,neutral
CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,149820,0.7999999999999999,12.27,3.96,neutral
Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl,41764,0.7999999999999999,12.54,6.87,neutral
NC(=O)Nc1sc(cc1C(=O)NCc2ccccc2)c3ccccc3,448562,0.7999999999999999,10.18,-1.84,neutral
CN(c1ccnc(Nc2cc(nc(c2)N3CCOCC3)N4CCOCC4)n1)c5cccc6[nH]ncc56,709521,0.7999999999999999,12.85,9.57,basic
Cn1cc(C2=C(C(=O)NC2=O)c3cn(C4CCN(Cc5ccccn5)CC4)c6ccccc36)c7ccccc17,83217,0.7999999999999999,9.73,8.28,basic
Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(Cl)c(Cl)c3,644855,0.7999999999999999,16.57,-1.02,neutral
CCn1c2ccccc2c3cc(NC(=O)N4CCCCC4)ccc13,1417216,0.7999999999999999,13.17,-2.6,neutral
CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c2cc3cc(Br)sc3[nH]2,367343,0.8999999999999998,10.93,-1.84,neutral
Clc1ccc(cc1)S(=O)(=O)CC(N2CCCCC2)c3ccccc3,1113715,0.8999999999999998,19.25,6.8,neutral
c1ccc(cc1)c2cnn3cc(cnc23)c4ccncc4,152310,0.8999999999999998,,4.5,neutral
CC(C)(O)c1ccccc1CC[C@@H](SCC2(CC(=O)O)CC2)c3cccc(\C=C\c4ccc5ccc(Cl)cc5n4)c3,47447,0.8999999999999998,4.4,3.12,acidic
COc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(C)c3)c2cc1OC,327591,0.8999999999999998,17.39,4.79,neutral
COc1cc2c(Nc3ccc(Oc4ccccc4)cc3)c(cnc2cc1OCCCN5CCOCC5)C#N,43524,0.8999999999999998,18.04,6.84,neutral
Fc1ccc(cc1)S(=O)(=O)N2CCCN(CC2)c3nccc(n3)C(F)(F)F,904085,0.8999999999999998,,2.57,neutral
COc1cc(ccc1Nc2ncc(C#N)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C,1166900,0.8999999999999998,12.17,5.11,neutral
COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4c(N)cccn34)N5CCN(CC5)C(=O)C,1166904,0.8999999999999998,14.0,5.5,neutral
C(Nc1ccccn1)c2ccc(CNc3ccccn3)cc2,403120,0.8999999999999998,,6.89,neutral
