SMILES,MOLREGNO,Sol_uM,Acidic_pKa,Basic_pKa,Charge_State
Cn1cnc(c2ccccc2)c1c3nc4c(N)ncnc4s3,612129,162.20000000000002,17.68,4.17,neutral
COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2cc1OCCCN5CCC[C@@H]5CO,363072,162.20000000000002,12.78,9.0,basic
Cc1cc(CN2CCc3ccccc3C2C(=O)Nc4ccc(Cl)cc4Cl)ccc1OCC(=O)O,1057751,166.00000000000003,3.34,5.76,acidic
O=C(NC1CCN(CC1)C(=O)c2cccs2)c3ccccc3,867218,166.00000000000003,15.1,-0.71,neutral
COCCN(Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC)[C@@H](C)C(=O)N,346710,166.00000000000003,13.75,6.3,neutral
C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5ccccn5)c3)c12)C(=O)N6CCOCC6,424656,166.00000000000003,14.75,4.88,neutral
COCC(C)Nc1nc(N2CCOC[C@@H]2C)c3ccc(nc3n1)c4ccc(OC)c(CO)c4,1526003,166.00000000000003,13.87,2.22,neutral
Nc1nc(nc(N)c1Cc2ccccc2F)c3ccccn3,995685,169.79999999999998,,5.98,neutral
CC(=O)N1CCN(CCOc2ccc(cc2)C3(O)CCN(CC3)c4ccc5nnc(n5n4)C(F)(F)F)CC1,1528798,169.79999999999998,14.0,6.76,neutral
O=C(COc1ccccc1)c2ccccc2,404564,169.79999999999998,16.7,-4.88,neutral
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OC[C@@H]4CCCN(C)C4,1248314,169.79999999999998,14.27,8.76,basic
CCn1cnc(c2ccccc2)c1c3nc4c(N)ncnc4s3,612207,169.79999999999998,17.68,4.14,neutral
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@@H]4CCCN(C)C4,1248315,169.79999999999998,14.35,8.76,basic
CCOC(=O)c1ccc(OCC2CCN(C2)c3ccc(C)nn3)cc1,1179968,169.79999999999998,,4.41,neutral
CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccccc4,305104,169.79999999999998,,9.42,basic
O=C(Nc1ccccc1)N2CCN(CC2)c3ccccn3,927788,169.79999999999998,13.41,6.42,neutral
CCN(C1CCN(CCC(c2ccccc2)c3ccc(NS(=O)(=O)C)cc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,330766,173.80000000000007,10.17,9.29,basic
CCCSc1nc(ccc1C(=O)NC2CCCCC2)N3CCC[C@H](CC(=O)O)C3,1423875,173.80000000000007,3.16,4.23,acidic
CCC(CC)NC(=O)c1cn(nc1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3,1263718,173.80000000000007,3.59,0.7,acidic
NC1(CCC1)c2ccc(cc2)c3c(ccc4ccnn34)c5ccccc5,1344552,173.80000000000007,,9.55,basic
Oc1ncnc2scc(c3ccsc3)c12,951635,177.79999999999995,9.53,-2.87,neutral
OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O,16959,177.79999999999995,10.61,-2.24,neutral
N(c1ccccc1)c2ccccc2,55991,177.79999999999995,,0.78,neutral
Nc1c2c(O)nc(O)cc2nn1c3ccccc3,1240292,177.79999999999995,0.95,9.37,zwitterionic
O=C(Nc1ccccc1)Nc2cnns2,514616,177.79999999999995,8.93,-0.28,neutral
CN(C)CCOc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,448233,182.0,10.2,8.73,basic
Nc1ccccc1NC(=O)c2ccc(cc2)N3CCOCC3,427076,182.0,16.12,3.24,neutral
Cc1cccc(n1)c2nn3CCCc3c2c4ccnc5ccc(cc45)C(=O)N,1540483,182.0,14.58,3.36,neutral
CN(C1CCN(Cc2ccc(nc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)n4cnnn4,1331882,182.0,,7.46,basic
CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,1520181,182.0,13.18,8.33,basic
CC(=O)Nc1nc(ns1)c2ccccc2,786458,182.0,10.39,-0.05,neutral
O=C(NNC(=O)c1ccccc1)c2ccccc2,191451,182.0,9.59,-4.27,neutral
OC(=O)c1cc2ccc(F)cc2n1Cc3ccc(Cl)c(Cl)c3,217231,182.0,4.77,,acidic
[O-][S+](c1ccc(Cl)cc1)c2snnc2C(=O)N3CCOCC3,751667,182.0,,-1.26,neutral
COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C(C)(C)N)cc1,372659,182.0,12.51,8.64,basic
N=C1S\C(=C\c2occc2)\C(=O)N1c3nccs3,469994,182.0,,-0.61,neutral
COc1cc(ccc1Cc2cn(C)c3ccc(NC(=O)CC4CCCC4)cc23)C(=O)O,77989,186.19999999999993,3.98,-3.02,acidic
COc1cc(ccc1Cn2ccc3ccc(NC(=O)OC4CCCC4)cc23)C(=O)O,77266,186.19999999999993,3.96,-1.13,acidic
CC(C)c1nnc2ccc(cn12)c3ocnc3c4cc(F)ccc4F,355839,186.19999999999993,,2.54,neutral
OC[C@H](O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,394055,186.19999999999993,10.94,-1.84,neutral
Cc1ccccc1C(=O)Nc2ccccc2,752665,186.19999999999993,15.98,-3.57,neutral
Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(C)cccc34,355031,190.50000000000003,3.92,4.84,acidic
Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)C34CCC(CC3)(CC4)C(=O)O,1439165,190.50000000000003,4.69,0.87,acidic
CS(=O)(=O)c1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1426999,190.50000000000003,11.77,-0.35,neutral
CC(C)COc1cc(OC(C)C)cc(c1)C(=O)Nc2ccc(cn2)C(=O)O,324815,190.50000000000003,3.74,0.85,acidic
CCOc1ccc(NC(=O)CCc2c(C)nc3nc(C)nn3c2C)cc1,823458,190.50000000000003,14.76,0.69,neutral
C[C@H]1COCCN1c2cc(CS(=O)(=O)C)nc(n2)c3ccc4[nH]ccc4c3,1342501,190.50000000000003,15.82,2.79,neutral
Cn1cnc2c(c3ccc(cc3)C4(N)CCC4)c(ccc12)c5ccccc5,1344557,190.50000000000003,,9.56,basic
Clc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)C3CC3,1102229,190.50000000000003,16.54,-0.76,neutral
FC(F)(F)c1ccccc1NC(=O)N2CCN(CC2)c3ccccn3,947319,190.50000000000003,12.14,6.42,neutral
Nc1nccc(\C=C\c2ccccc2)n1,683234,190.50000000000003,16.6,4.18,neutral
COCC(C)(C)Oc1cc(O[C@@H](C)Cc2ccccc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,1146821,190.50000000000003,3.74,0.85,acidic
CS(=O)(=O)Cc1cc(nc(n1)c2cccc(CO)c2)N3CCOCC3,1342497,195.00000000000003,14.84,2.84,neutral
CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(cc3)N4CCN(C)CC4)c2C1)c5ccccc5,436278,195.00000000000003,9.63,7.73,basic
CN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCOCC4)n1)c5cc(CO)ccc5C,1139824,195.00000000000003,13.66,4.53,neutral
COc1cc(CO)cc(c1)N(C)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,1139823,195.00000000000003,13.65,4.53,neutral
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCC[C@@H]4C(=O)N,346405,195.00000000000003,13.75,6.65,neutral
CSc1ccc(OCc2ccccc2)c(c1)C(=O)Nc3ccc(cn3)C(=O)O,324286,199.50000000000003,3.74,0.84,acidic
Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CCC(=O)O)CC3,1439741,199.50000000000003,4.61,0.87,acidic
Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@H](CC(=O)O)CC3)c(Cl)c2,1439746,199.50000000000003,4.43,0.86,acidic
CC(C)(C(=O)Nc1oc(nn1)C(=O)Nc2ccc(cc2)N3CCOCC3)c4ccc(Cl)cc4,1346274,199.50000000000003,9.55,0.95,neutral
Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccccc3,644982,199.50000000000003,16.57,-0.97,neutral
Cc1cnc(NC(=O)c2ccccn2)s1,864926,199.50000000000003,13.73,0.75,neutral
CCN(C1CCCCC1)C(=O)c2cnn(c2NS(=O)(=O)c3ccc(cc3)c4ocnc4)c5ccccc5,1263726,204.20000000000002,4.48,1.3,acidic
Cc1cc(OC2CCN(CC3CCN(CC3)[C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC2)ccc1Cl,1425332,204.20000000000002,1.68,10.58,zwitterionic
CCCc1c(O)c(O)c(C(=O)O)c2cc(Cc3ccccc3)c(C)cc12,209998,204.20000000000002,2.34,-6.35,acidic
COc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(F)cc3,1000611,204.20000000000002,16.61,-0.92,neutral
CN1CCN(CC1)[C@@H]2C[C@@H](C2)c3nc(c4ccc5ccc(nc5c4)c6ccccc6)c7c(N)nccn37,413410,204.20000000000002,19.75,8.2,basic
COc1cc(ccc1C2CC2)N3CCN([C@H](C)C3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1431503,204.20000000000002,11.89,2.95,neutral
Cc1c(CCC(=O)O)c[nH]c1\C=C\2/C(=O)Nc3ccccc23,247660,208.90000000000003,4.09,-2.07,acidic
Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@@H](CC(=O)O)CC3)c(Cl)c2,1439743,208.90000000000003,4.43,0.86,acidic
COc1ccc(cc1)c2c(C)[nH]nc2c3ccc(O)cc3O,317090,208.90000000000003,8.42,2.56,neutral
COc1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1,490057,208.90000000000003,14.15,6.0,neutral
OC(=O)c1cc2cc(F)ccc2n1Cc3ccc(Cl)c(Cl)c3,217931,208.90000000000003,4.77,,acidic
COc1cc2cc(O)nc(C)c2cc1OC,39050,208.90000000000003,9.57,-2.63,neutral
COCCN1CCC(CC1)Oc2cc3c(Nc4cc(Cl)ccc4F)ncnc3cc2OC,359137,208.90000000000003,13.99,8.26,basic
Oc1ncnc2c1nnn2Cc3ccccc3,1241519,208.90000000000003,6.35,-2.58,acidic
O=C(Nc1cccnc1)c2ccc(OCCCN3CCCC3)cc2OCc4ccccc4,1174488,208.90000000000003,14.91,9.31,basic
Fc1cnc(NC(=O)[C@H](CC2CCOCC2)c3ccc(cc3)S(=O)(=O)C4CC4)s1,466729,213.79999999999998,10.68,-1.95,neutral
Clc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1427001,213.79999999999998,12.03,-0.35,neutral
COc1cc2c(Nc3cc(CC(=O)Nc4cc(F)cc(F)c4)[nH]n3)ncnc2cc1OCCCN5CCC(CO)CC5,363060,213.79999999999998,12.64,8.72,basic
CC(=O)N1CCN(CC(O)CN2CCN(CCc3c([nH]c4sc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7)CC2)CC1,417886,213.79999999999998,12.75,8.05,basic
CN1C(=O)N(C)c2[nH]c(nc2C1=O)c3cccnc3,291810,218.8000000000001,10.45,4.09,neutral
CS(=O)(=O)c1ccc(c[n+]1[O-])C(=O)Nc2ccc(F)cc2,92752,218.8000000000001,13.03,-1.68,neutral
Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4cscn4)c1,1174477,218.8000000000001,8.97,9.57,basic
Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4cccnc4)c1,1174475,218.8000000000001,8.97,9.57,basic
CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c3ccccc3)C(=O)O)cc1)c4ccccn4,244653,218.8000000000001,3.75,6.46,acidic
COc1cccc(c1)C(=O)Nc2ccc(C)c(c2)N3C=Nc4ccc(cc4C3=O)N5CCN(C)CC5,1343287,218.8000000000001,15.14,7.6,basic
C[C@H](NC1=NC(=O)[C@](C)(S1)C(F)(F)F)c2ccccc2F,366421,218.8000000000001,18.43,-1.89,neutral
CCn1c2ccccc2c3cc(NC(=O)CN(C)C)ccc13,95202,218.8000000000001,13.27,7.15,neutral
COCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3c(C)nc(C)n3C)cc1,514879,218.8000000000001,10.61,5.88,neutral
COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2cc1OCCCNCCO,363073,218.8000000000001,12.78,9.58,basic
CC(C)Cn1c2ccccc2c3cc(ccc13)C(=O)O,920391,218.8000000000001,3.63,,acidic
CC(C)c1c(cnn1c2ccc(cc2)C(=O)O)C(=O)NC3C4CC5CC(CC3C5)C4,1438389,223.9,4.53,1.06,acidic
Clc1ccc(cc1C(=O)NCC23CC4CC(CC(C4)C2)C3)N5CCNCC5,400520,223.9,13.67,8.86,basic
Cc1nc(CS(=O)(=O)c2ccc(Cl)cc2)cc(n1)N3CCOCC3,767815,223.9,14.7,3.69,neutral
COc1cccc2c(O)cc(nc12)c3ccccc3,16423,223.9,9.98,0.1,neutral
O=C1NC(=O)C2(CCc3ccccc3C2)N1,151272,223.9,9.19,-8.12,neutral
CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(cc4)S(=O)(=O)C,1520174,229.10000000000008,13.01,7.94,basic
CC(CCc1cccc(OCc2ccc3ccccc3n2)c1)CC(=O)O,157113,229.10000000000008,4.41,3.15,acidic
OCCNCc1cc(Br)ccc1OCc2ccc(Cl)cc2,1049107,229.10000000000008,15.6,8.15,basic
CS(=O)(=O)C1(CCNCC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5,1519887,234.40000000000003,16.01,8.73,basic
CC1(C)NC(=O)N(C1=O)c2ccc(c(c2)C(F)(F)F)[N+](=O)[O-],249414,234.40000000000003,15.01,-4.47,neutral
O=C(CS(=O)(=O)c1ccccc1)c2ccccc2,348031,234.40000000000003,5.39,-7.0,acidic
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCC[C@H]4CC(=O)N,346758,234.40000000000003,13.76,8.5,basic
CCN(C1CCN(CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cccc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,351181,234.40000000000003,19.4,7.59,basic
COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)c2cc1OCCN(C(C)C)C(C)C,309939,239.89999999999998,15.3,9.78,basic
[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3Cl)c2c1,2465,239.89999999999998,11.65,1.89,neutral
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC\C=C\CN4CCCC4,33960,239.89999999999998,14.35,8.95,basic
CCC(C)(C)NC(=O)Cc1ccc(C)cc1,958491,239.89999999999998,16.08,-1.76,neutral
Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1,413905,245.50000000000009,17.48,9.61,basic
Nc1ncnc(Nc2ccccc2)n1,13429,245.50000000000009,12.84,4.43,neutral
Nc1ncnc2c1ncn2Cc3ccccc3,2461,245.50000000000009,18.54,3.71,neutral
Oc1ccccc1NC(=O)Cc2ccccc2,355767,245.50000000000009,8.78,-5.13,neutral
Cc1ccccc1C(=O)NC2CCN(Cc3ccccc3)CC2,905517,245.50000000000009,15.43,8.53,basic
Cc1cc(c2oc(\C=C\3/S\C(=N/c4ccc(Cl)c(c4)C(=O)O)\NC3=O)cc2)c(cc1C)[N+](=O)[O-],701525,245.50000000000009,3.07,2.1,acidic
CCC(=O)N1CCN(CC1)C(=O)c2cc(CC3=NNC(=O)c4ccccc34)ccc2F,469865,251.2,9.96,-1.07,neutral
CC1(C)CNC(=O)c2sc(nc2C1)N3CCOCC3,805873,251.2,13.52,1.1,neutral
CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5cccnc5)ccc4C,1343296,251.2,14.82,7.6,basic
COc1cc(ccc1Cn2ncc3ccc(NC(=O)CC4CCCC4)cc23)C(=O)NS(=O)(=O)c5ccccc5,129481,251.2,4.28,1.09,acidic
O=C1NC(=O)C(Cc2ccc3ccccc3c2)S1,44118,251.2,7.61,,neutral
CS(=O)(=O)n1c2ccccc2c3cc(NC(=O)N4CCOCC4)ccc13,193842,251.2,13.14,-3.05,neutral
Cc1ccc(cc1)c2cn3cccnc3n2,923767,251.2,,2.4,neutral
C[C@@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,602271,257.0,,10.12,basic
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCC[C@H]4C(=O)N,346361,257.0,13.75,6.65,neutral
OC(=O)Cc1cccc(c1)c2ccc(NC(=O)c3oc(Nc4ccccc4F)nn3)cc2,1346279,257.0,4.42,-3.22,acidic
Cc1ccc(Oc2ccc(cc2)C(=O)NCCO)cc1,1159333,257.0,14.82,-0.82,neutral
NC(=O)c1cnc(c2ccc(cc2)C3(N)CCC3)c(c1)c4ccccc4,1344560,263.00000000000006,13.73,9.53,basic
CN(C1CCN(Cc2ccc(cn2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)n4cnnn4,1331881,263.00000000000006,,7.42,basic
COc1ccccc1C[C@H](N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2)C(=O)O,1425315,263.00000000000006,1.6,10.26,zwitterionic
CO[C@H]1CN(Cc2ccc(cc2)C(F)(F)F)CC[C@H]1N(C)C(=O)Cc3ccc(cc3)n4cnnn4,1331890,263.00000000000006,,7.94,basic
O=C(N1CC(=O)Nc2ccccc12)c3occc3,989918,269.19999999999993,12.31,-3.06,neutral
Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](Cc4nnn[nH]4)CC3,1439740,269.19999999999993,5.06,0.89,acidic
OC1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NCc5ccncc5)cc3,1159344,269.19999999999993,12.56,8.09,basic
CCN(C1CCN(CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cc(F)cc(Cl)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,350757,269.19999999999993,19.4,7.49,basic
CC(C)(C)OC(=O)N1CCC(CC1)OCc2onc(n2)c3ccncc3,611983,269.19999999999993,,2.64,neutral
CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](OCC1=Cc2ccccc2N(C)C1=O)C(=O)NO)C(C)(C)C,241317,269.19999999999993,8.61,-0.53,neutral
CS(=O)(=O)c1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N,1431489,275.4,12.12,0.81,neutral
Fc1ccc(cc1)S(=O)(=O)Cc2cc(nc(n2)c3ccccn3)N4CCOCC4,1342493,275.4,14.39,1.77,neutral
CC(C)n1c(C)ncc1c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)c(F)c3)ncc2F,453179,275.4,12.19,8.52,basic
CCN(C1CCN(CC[C@@H](c2ccc(F)cc2)c3ccc(cc3)S(=O)(=O)C)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,351182,281.8,19.4,7.63,basic
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C4(CCN(C)CC4)C(=O)N,347054,281.8,13.75,8.61,basic
Cn1cnc(c2ccccc2)c1\C=C\c3ccnc(N)n3,510266,281.8,16.59,5.41,neutral
CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)NCc4ccc(cc4)S(=O)(=O)C,305178,281.8,14.72,9.37,basic
CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)C4CCC4,305234,281.8,,9.42,basic
CNC(=O)[C@H]1CCCN1Cc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC,346704,281.8,13.74,6.86,neutral
NC(=O)c1ccccc1Oc2ccccc2,1423265,281.8,13.51,-1.06,neutral
CC(C)(C)c1csc(n1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1361096,281.8,11.75,2.8,neutral
OC(=O)[C@H](Cc1ccccc1C#N)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,1425309,288.4,0.11,10.1,zwitterionic
OC(c1ccccc1)c2ccc3C(=O)C=C(Nc3c2)c4cccnc4,1060619,288.4,10.01,4.71,neutral
CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)C(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1280889,288.4,19.7,8.91,basic
Clc1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C4CC4)CC2)cc1Cl,1346294,288.4,13.12,9.21,basic
NC1(CCC1)c2ccc(cc2)c3nc4ccccc4cc3c5ccccc5,1344537,288.4,,9.54,basic
O=C(Nc1nccs1)[C@H](CC2CCOCC2)c3ccc(cc3)S(=O)(=O)C4CC4,466727,295.1000000000001,10.69,-0.09,neutral
C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5ccccn5)c3)c12)C(=O)N(C)C,424650,295.1000000000001,14.75,4.88,neutral
OC(=O)[C@H](Cc1ccc(OCCc2cccc(NC3CCCC3)n2)cc1)NC(=O)c4c(Cl)cccc4Cl,1343235,295.1000000000001,3.39,6.81,acidic
O[C@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NCc5ccncc5)cc3,1117795,302.0000000000001,12.56,8.09,basic
COCCN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCOCC4)n1)c5cc(CO)ccc5C,1139843,302.0000000000001,13.65,4.49,neutral
O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4,157152,302.0000000000001,16.32,-2.81,neutral
CCOc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1427009,302.0000000000001,11.89,-0.35,neutral
COc1cc2c(Nc3ncc(CNS(=O)(=O)c4cccc(F)c4)s3)ncnc2cc1OCCCN5CCC(CO)CC5,338245,302.0000000000001,9.02,8.47,basic
CNC(=O)c1ccc2C(=O)C=C(Nc2c1)c3cccnc3,1060616,309.0,9.44,4.71,neutral
CCCSc1nc(ccc1C(=O)NC2CCCCC2)N3CCC(CC3)C(=O)O,1423874,309.0,3.05,4.2,acidic
CN(C)CCCN(C)S(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,114336,309.0,11.81,9.29,basic
C[C@@H](C(=O)O)c1cccc(c1)C(=O)c2ccccc2,318303,309.0,3.88,-7.46,acidic
Fc1ccc(cc1)c2[nH]c3ccc(cc3c2CCCC(=O)NS(=O)(=O)C(F)(F)F)C#N,424717,309.0,3.07,,acidic
ONC(=O)c1ccc(NS(=O)(=O)c2ccccc2)cc1,158145,316.20000000000005,7.6,-5.06,neutral
O=C1NCNC1(c2ccccc2)c3ccccc3,151415,316.20000000000005,11.82,3.71,neutral
Nc1nnc(s1)c2ccccc2F,745482,316.20000000000005,14.58,0.43,neutral
OC(=O)[C@H](Cc1ccc(OCCNc2nc3ccccc3[nH]2)cc1)NC(=O)c4c(Cl)cccc4Cl,1343226,323.59999999999997,3.39,6.96,acidic
CCN1C2=NC(=O)N(C)C(=O)C2=Cc3ccccc13,451660,323.59999999999997,,1.0,neutral
COc1ccc(Cl)c(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1,361480,323.59999999999997,14.36,9.13,basic
N(c1ccccc1)c2ccnc3ccccc23,1059151,323.59999999999997,19.2,7.31,neutral
COc1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1OC,305105,323.59999999999997,,9.42,basic
COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OCCCN4CCOCC4,358847,323.59999999999997,14.0,6.85,neutral
Nc1nccc(\C=C\c2c(Cl)nc3sccn23)n1,511124,323.59999999999997,16.59,4.12,neutral
CNc1cccc(CCCc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)s2)n1,1343024,331.10000000000014,4.1,7.22,acidic
COc1ccc(cc1)S(=O)(=O)Nc2ccccn2,846429,331.10000000000014,6.06,-0.53,acidic
Cc1csc(NC(=O)c2ccccc2)n1,350910,331.10000000000014,14.65,-0.25,neutral
Cc1ccnc2nc(nn12)C(=O)Nc3nccs3,1029688,338.8,12.02,-0.15,neutral
CN(c1cccc(CO)c1)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,1139822,338.8,13.66,4.54,neutral
NC1(Cc2ccc(Cl)cc2)CCN(CC1)c3ncnc4[nH]ccc34,429079,338.8,13.59,9.85,basic
O=C1NC(=O)C(Cc2cccc(Oc3ccccc3)c2)S1,600955,338.8,7.61,-3.69,neutral
C[C@H](NC1=NC(=O)C(C)(S1)C(F)(F)F)c2ccccc2F,366418,338.8,18.43,-1.89,neutral
c1ccc2c(c1)[nH]c3cnccc23,9895,338.8,13.22,5.28,neutral
OC(C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c4cccs4)c5cccs5,668275,338.8,10.35,-4.83,neutral
Cc1cc(CN2Cc3ccccc3C[C@H]2C(=O)Nc4ccc(Cl)cc4Cl)ccc1OCC(=O)O,1057752,346.7,3.34,5.72,acidic
COc1ccc(CNC(=O)c2ccc(Oc3ccc(cc3)C#C[C@]4(O)CN5CCC4CC5)cc2)nc1,1275139,346.7,12.55,8.09,basic
CCOC(=O)c1ccc(OCCC2CN(C2)c3ccc(C)nn3)cc1,1179962,346.7,,4.4,neutral
CNc1nc2ccc(NC(=O)C)cc2s1,1354764,346.7,13.93,3.41,neutral
Nc1ccc2c(c1)cc(C(=O)O)n2Cc3ccc(Cl)c(Cl)c3,217934,346.7,4.8,3.26,acidic
COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCN(C)CC4)cc(OC(C)C)c23)n1,333641,346.7,10.15,8.05,basic
OC(=O)[C@H](Cc1ccc(OCCCNc2ccccn2)cc1)NC(=O)c3c(Cl)cccc3Cl,1342873,354.79999999999995,3.39,6.64,acidic
[O-][n+]1cc(ccc1Cl)C(=O)Nc2ccc(F)cc2,91844,354.79999999999995,13.22,-4.74,neutral
O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCc3ccccc3C2,1428104,363.1000000000001,12.26,-0.42,neutral
C[C@H](O)C(=O)N1CCN(CC1)c2ccc(Nc3nccc(n3)c4cnc(C)n4C(C)C)cc2,490195,363.1000000000001,13.44,6.01,neutral
Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4ccccc4C#N)c1,1174469,363.1000000000001,8.97,9.57,basic
CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)S(=O)(=O)C,1331874,363.1000000000001,19.7,8.24,basic
COc1ccc(Cc2nnc(N)s2)cc1,833568,363.1000000000001,14.89,1.04,neutral
COCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1,490120,363.1000000000001,10.61,6.0,neutral
